supplier_name,sender,date,subject,type,variety,subvariety,size,piece,brand,package_type,class,origin_country_code,net_weight,quantity_per_pallet,price,remarks
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Butternut,,1300+,,,Carton Box,,,12.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Butternut,,1300+,,,EPS,,,12.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,,500-800,,,Carton Box,,,10.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,,500-800,,,EPS,,,10.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,,800-1200,,,Carton Box,,,10.00,,11.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,,800-1200,,,EPS,,,10.00,,11.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,,1300+,,,Carton Box,,,12.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,,1300+,,,EPS,,,12.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Fennel,,,,60stk,,Carton Box,,,,,5.50,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Chicory,,,,10x500g,,Carton Box,,,,,16.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Chicory,,,kort-grof/lang,,,Carton Box,,,5.00,,15.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,S,,,EPS,,,,,6.45,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,S,,,Carton Box,,,,,6.85,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,M,,,EPS,,,,,7.65,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,M,,,Carton Box,,,,,8.15,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,L1,,,EPS,,,,,8.25,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,L1,,,Carton Box,,,,,8.70,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,L2,,,EPS,,,,,8.25,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,L2,,,Carton Box,,,,,8.70,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,XL,,,EPS,,,,,7.65,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Sweet Potatoe,,,XL,,,Carton Box,,,,,8.15,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Cale,,Bio,,,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Chinese Cabbage,,Bio,,,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Butternut,Bio,800+,,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Ginger,,Bio,,,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,Bio,500-800+,,,Carton Box,,,10.00,,9.50,9.5
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,Bio,800-1200+,,,Carton Box,,,10.00,,11.50,11.5
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,Bio,1300+,,,Carton Box,,,12.00,,9.50,9.5
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Leek,,Bio,,,,EPS,,,10.00,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Leek,,Bio,,,,Carton Box,,,10.00,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Leek,,Bio,,,,Carton Box,,,5.00,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Celery,Naked,,,,,EPS,,,15.00,,0.00,"0,65/kg"
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Celery,Filmed,,400gr+,16stk,,Wooden Crate,,,,,10.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Celery,Filmed,,500gr+,12stk,,Wooden Crate,,,,,8.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Lettuce,Iceberg,,,10stk,,Carton Box,,,,,5.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Celeriac,Naked,,,8-12stk,,EPS,,,10.00,,8.50,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Carrots,,,B,,,EPS,,,12.50,,7.75,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Carrots,,,C,,,EPS,,,12.50,,8.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Leek,,,,,,EPS,,,10.00,,8.50,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Fennel,,,,80stk,,Carton Box,,,,,7.75,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Chicory,,,Long,,,Carton Box,,,,,12.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Celery,,,400gr+,,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Cale,,,,,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Pumpkin,Butternut,,800+,,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Pumpkin,Hokkaido,,500-800gr+,,,Carton Box,,,10.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Pumpkin,Hokkaido,,500-800gr+,,,EPS,,,10.00,,9.50,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Kohlrabi,,,,12stk,,,,,,,0.00,
Fossaeugenia,Verkoop@fossaeugenia.com,25-09-2024 7:51:00,Fossa Eugenia 25-09-2024,Baby Spinach,,,,,,,,,,,0.00,
Boekelwaarland,bas@boekelwaarland.nl,27-03-2025 6:30:00,DONDERDAG 270325 Prijslijst LEGEND C.P.T..xlsx,,,,,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,,,,,,Carton Box,,ES,,,13.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,,,,,,EPS,,ES,,,0.00,"1,05/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,,,,12stk,,EPS,,NL,,,10.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,Frisee Yellow,,,10stk,,Carton Box,,ES,,,15.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,Frisee Yellow Flowpack,,,10stk,,Carton Box,,ES,,,13.75,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,Frisee Yellow,,,12stk,,Carton Box,,NL,,,12.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,Frisee Green Foly,,,12stk,,Carton Box,,NL,,,9.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Endive,Frisee Green Foly,,,,,Carton Box,,ES,,,0.00,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Butter Lettuce,Poly,,,24stk,,Carton Box,,NL,19.00,,13.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Iceberg,unspecified,,,10stk,,Carton Box,,ES,,,11.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Iceberg ,Industry,,,,,Carton Box,,ES,,,0.00,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Iceberg ,Industry,,,,,Carton Box,,ES,,,0.00,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Romana,Foly,,,10stk,,Carton Box,,ES,,,13.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Romana,Foly,,,10stk,,Carton Box,,NL,,,14.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Romana,Naked,,,10stk,,Carton Box,,NL,,,13.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lettuce Hearts,unspecified,,,10x6stk,,Carton Box,,ES,,,23.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lollo,Bionda Foly,Kas,,12stk,,Carton Box,,NL,,,9.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Oakleaf Lettuce,Green Foly,,,12stk,,Carton Box,,BE,,,15.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Oakleaf Lettuce,Green Foly,,,10stk,,Carton Box,,ES,,,15.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Oakleaf Lettuce,Red Foly,,,12stk,,Carton Box,,NL,,,12.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lollo,Rosso Foly,,,12stk,,Carton Box,,ES,,,13.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lettuce Mix,,,,12stk,,Carton Box,,NL,,,18.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Radicchio,,,,,,EPS,,IT,,,0.00,"2,15/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Radicchio,,,,9stk,,Styro Box,,IT,,,8.25,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Arugula,,,,,,Carton Box,,IT,,,0.00,"2,65p/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Arugula,,,,,,Carton Box,,NL,,,0.00,"2,65p/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Arugula,,,,,,Carton Box,,NL,1.00,,6.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Spinach,Baby,,,,,Carton Box,,NL,,,,"2,65/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Spinach,Grof,,,,,Carton Box,,BE,,,,"1,95/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lamb's lettuce,,,,,,Carton Box,,FR,1.00,,6.00,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lamb's lettuce,,,,,,EPS,,FR,1.00,,6.00,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lamb's lettuce,,,,,,Carton Box,,FR,4.00,,,"5,50/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Lamb's lettuce,,,,,,Carton Box,,FR,4.00,,,"3,50/kg"
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Chicory,,,,10x500g,,Carton Box,,NL,5.00,,10.25,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Chicory,,,,,,Carton Box,,NL,5.00,,4.25,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Radicchio,,,,,,Carton Box,,NL,3.00,,12.50,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Jerusalem Artichoke,,,,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,Potatoe,Sweet,,M,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,L1,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,L2,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,XL,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,XL,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,L1,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,M,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,,,,,,,,,,
Versland,sonja@versland.com,28-03-2025 8:37:00,Prijslijst Versland,,,,,,,,,,,,,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,Yellow Honey Dew,,5,,Famosa,,,BR,10.00,91,12.00,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,Yellow Honey Dew,,5,,Famosa,,,BR,10.00,98,12.00,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,Yellow Honey Dew,,5,,Famosa,,,BR,10.00,105,12.00,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,Yellow Honey Dew,,6,,Famosa,,,BR,10.00,91,12.00,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,Yellow Honey Dew,,6,,Famosa,,,BR,10.00,98,12.00,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,Yellow Honey Dew,,6,,Famosa,,,BR,10.00,105,12.00,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,American Cantaloupe,,5,,Famosa,,,,,,,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,American Cantaloupe,,5,,,,,,,,,
Frankort,g.vlin@frankort.nl,3-03-2025 0:00:00,Melon pricelist Frankort & Koning 03-03-2025,Melons,American Cantaloupe,,5,,,,,,,,,
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,Bio,500-800+,,,EPS,,,10.00,,9.50,9.5
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,Bio,800-1200+,,,EPS,,,10.00,,11.50,11.5
Fossaeugenia,Verkoop@fossaeugenia.com,20-11-2024 7:54:00,Fossa Eugenia 20-11-2024,Pumpkin,Hokkaido,Bio,1300+,,,EPS,,,12.00,,9.50,9.5
